,frame,cow_id,xc,yc,distance,meal,water
0,640,2,167,364,0,1,0
0,640,5,165,192,1,0,0
0,640,4,220,145,2,0,0
0,640,6,86,371,0,1,0
0,640,3,188,84,3,0,1
0,640,7,221,379,0,1,0
0,641,1,118,372,3,1,0
0,641,2,167,364,0,1,0
0,641,5,164,191,2,0,0
0,641,4,217,137,8,0,0
0,641,6,86,371,0,1,0
0,641,3,189,89,3,0,1
0,642,1,118,373,2,1,0
0,642,2,167,364,0,1,0
0,642,5,164,191,0,0,0
0,642,4,217,133,3,0,0
0,642,6,86,372,0,1,0
0,642,3,191,90,1,0,1
0,643,1,118,373,0,1,0
0,643,2,167,364,0,1,0
0,643,5,165,191,0,0,0
0,643,4,218,131,4,0,0
0,643,6,86,372,0,1,0
0,643,3,191,89,0,0,1
0,644,1,118,373,2,1,0
0,644,2,167,364,1,1,0
0,644,5,164,191,0,0,0
0,644,4,219,131,0,0,0
0,644,6,86,371,1,1,0
0,644,3,192,89,1,0,1
0,645,1,118,373,0,1,0
0,645,2,167,365,0,1,0
0,645,5,164,191,0,0,0
0,645,4,220,132,2,0,0
0,645,6,86,371,0,1,0
0,645,3,192,89,0,0,1
0,646,1,118,373,0,1,0
0,646,2,168,365,1,1,0
0,646,5,165,192,1,0,0
0,646,4,220,132,0,0,0
0,646,6,87,371,3,1,0
0,646,3,192,89,0,0,1
0,647,1,118,373,0,1,0
0,647,2,168,365,0,1,0
0,647,5,165,193,0,0,0
0,647,4,220,132,0,0,0
0,647,6,88,371,3,1,0
0,647,3,192,89,0,0,1
0,648,1,118,374,1,1,0
0,648,2,168,365,0,1,0
0,648,5,165,192,0,0,0
0,648,4,219,131,1,0,0
0,648,6,89,370,1,1,0
0,648,3,192,89,0,0,1
0,649,1,118,374,1,1,0
0,649,2,168,365,0,1,0
0,649,5,165,193,0,0,0
0,649,4,219,131,0,0,0
0,649,6,89,370,1,1,0
0,650,1,119,375,1,1,0
0,650,2,168,365,0,1,0
0,650,5,165,192,0,0,0
0,650,4,219,130,0,0,0
0,650,6,89,371,1,1,0
0,651,1,119,376,3,1,0
0,651,2,168,365,0,1,0
0,651,5,165,193,0,0,0
0,651,4,218,129,2,0,0
0,651,6,90,371,0,1,0
0,652,1,120,377,2,1,0
0,652,2,168,365,0,1,0
0,652,5,166,193,1,0,0
0,652,4,218,129,0,0,0
0,652,6,90,371,0,1,0
0,653,1,120,377,0,1,0
0,653,2,167,365,2,1,0
0,653,5,166,194,1,0,0
0,653,4,217,129,0,0,0
0,653,6,90,371,0,1,0
0,654,1,120,377,0,1,0
0,654,2,167,365,1,1,0
0,654,5,166,193,0,0,0
0,654,4,218,130,1,0,0
0,654,6,90,371,0,1,0
0,655,1,121,377,1,1,0
0,655,2,166,365,1,1,0
0,655,5,166,194,1,0,0
0,655,4,219,132,2,0,0
0,655,6,90,371,0,1,0
0,656,1,121,378,2,1,0
0,656,2,167,365,1,1,0
0,656,5,167,195,1,0,0
0,656,4,219,131,1,0,0
0,656,6,88,372,8,1,0
0,657,1,121,378,1,1,0
0,657,2,167,366,1,1,0
0,657,5,168,195,2,0,0
0,657,4,218,129,1,0,0
0,657,6,86,371,4,1,0
0,658,1,122,378,0,1,0
0,658,2,167,366,1,1,0
0,658,5,169,196,1,0,0
0,658,4,217,129,2,0,0
0,658,6,85,371,1,1,0
0,659,1,122,378,0,1,0
0,659,2,168,366,1,1,0
0,659,5,170,196,0,0,0
0,659,4,216,129,1,0,0
0,659,6,88,373,7,1,0
0,660,1,122,379,1,1,0
0,660,2,169,367,2,1,0
0,660,5,169,196,1,0,0
0,660,4,216,128,0,0,0
0,660,6,88,374,2,1,0
0,661,1,122,379,1,1,0
0,661,2,169,367,0,1,0
0,661,5,170,197,2,0,0
0,661,4,216,129,1,0,0
0,661,6,88,374,1,1,0
0,662,1,123,379,1,1,0
0,662,2,169,367,1,1,0
0,662,5,171,197,1,0,0
0,662,4,216,131,2,0,0
0,662,6,88,375,1,1,0
0,662,3,220,379,0,1,0
0,663,1,123,379,1,1,0
0,663,2,169,366,0,1,0
0,663,5,170,196,2,0,0
0,663,4,217,134,3,0,0
0,663,6,89,375,2,1,0
0,663,3,220,379,0,1,0
0,664,1,123,379,1,1,0
0,664,2,170,366,1,1,0
0,664,5,169,195,1,0,0
0,664,4,217,132,1,0,0
0,664,6,90,376,1,1,0
0,664,3,220,379,0,1,0
0,665,1,123,379,1,1,0
0,665,2,169,366,0,1,0
0,665,5,169,195,1,0,0
0,665,4,218,134,1,0,0
0,665,6,90,376,0,1,0
0,665,3,220,379,0,1,0
0,666,1,123,378,0,1,0
0,666,2,169,366,1,1,0
0,666,5,168,196,2,0,0
0,666,4,218,135,1,0,0
0,666,6,90,376,0,1,0
0,666,3,220,379,0,1,0
0,667,1,124,378,1,1,0
0,667,2,170,366,1,1,0
0,667,5,168,197,0,0,0
0,667,4,216,133,4,0,0
0,667,6,91,376,0,1,0
0,667,3,220,379,0,1,0
0,667,7,192,88,0,0,1
0,668,1,124,379,0,1,0
0,668,2,171,367,2,1,0
0,668,5,167,197,3,0,0
0,668,4,217,135,2,0,0
0,668,3,220,379,0,1,0
0,668,7,192,91,3,0,1
0,669,1,123,378,0,1,0
0,669,2,171,366,0,1,0
0,669,5,166,197,2,0,0
0,669,4,218,134,1,0,0
0,669,3,220,379,1,1,0
0,669,7,192,93,1,0,1
0,670,1,123,378,0,1,0
0,670,2,171,366,0,1,0
0,670,5,168,197,4,0,0
0,670,4,220,137,4,0,0
0,670,3,220,379,0,1,0
0,670,7,191,93,1,0,1
0,671,1,123,378,0,1,0
0,671,2,171,366,1,1,0
0,671,5,169,196,3,0,0
0,671,4,221,138,2,0,0
0,671,7,191,92,0,0,1
0,672,1,123,378,1,1,0
0,672,2,172,366,1,1,0
0,672,5,169,196,1,0,0
0,672,4,223,139,4,0,0
0,672,7,188,89,4,0,1
0,673,1,123,377,0,1,0
0,673,2,172,366,0,1,0
0,673,5,169,196,0,0,0
0,673,4,226,142,6,0,0
0,673,7,187,87,2,0,1
0,673,3,220,379,0,1,0
0,674,1,123,377,0,1,0
0,674,2,171,365,1,1,0
0,674,5,169,196,0,0,0
0,674,4,224,140,4,0,0
0,674,7,189,87,3,0,1
0,674,3,220,379,0,1,0
0,675,1,123,377,0,1,0
0,675,2,170,366,3,1,0
0,675,5,169,196,0,0,0
0,675,4,222,142,4,0,0
0,675,7,188,87,1,0,1
0,675,3,220,379,0,1,0
0,676,1,123,377,1,1,0
0,676,2,170,366,2,1,0
0,676,5,170,197,1,0,0
0,676,4,222,143,1,0,0
0,676,7,187,85,2,0,1
0,676,3,220,379,0,1,0
0,677,1,123,377,0,1,0
0,677,2,170,367,1,1,0
0,677,5,171,197,1,0,0
0,677,4,221,145,2,0,0
0,677,7,188,85,0,0,1
0,677,3,220,379,1,1,0
0,678,1,123,377,0,1,0
0,678,2,170,368,2,1,0
0,678,5,172,196,2,0,0
0,678,4,221,144,1,0,0
0,678,7,187,86,1,0,1
0,678,3,220,379,1,1,0
0,679,1,123,378,0,1,0
0,679,2,170,368,1,1,0
0,679,5,171,196,1,0,0
0,679,4,222,144,1,0,0
0,679,7,187,86,0,0,1
0,680,1,123,377,0,1,0
0,680,2,170,368,0,1,0
0,680,5,171,194,2,0,0
0,680,4,220,140,4,0,0
0,680,3,220,379,0,1,0
0,681,1,123,377,0,1,0
0,681,2,170,368,1,1,0
0,681,5,172,193,1,0,0
0,681,4,220,138,1,0,0
0,682,1,122,377,0,1,0
0,682,2,170,368,0,1,0
0,682,5,173,194,2,0,0
0,682,4,221,138,2,0,0
0,682,3,219,379,0,1,0
0,683,1,122,377,0,1,0
0,683,2,170,367,2,1,0
0,683,5,174,193,1,0,0
0,683,4,221,137,1,0,0
0,684,1,122,377,0,1,0
0,684,2,170,367,0,1,0
0,684,5,174,192,1,0,0
0,684,4,223,140,3,0,0
0,684,3,219,379,0,1,0
0,685,1,122,377,0,1,0
0,685,2,170,368,1,1,0
0,685,5,174,192,0,0,0
0,685,4,222,143,3,0,0
0,685,3,220,379,0,1,0
0,686,1,122,377,0,1,0
0,686,2,170,368,0,1,0
0,686,5,174,191,1,0,0
0,686,4,221,140,2,0,0
0,686,3,220,379,1,1,0
0,687,1,122,377,0,1,0
0,687,2,170,368,0,1,0
0,687,5,174,191,1,0,0
0,687,4,220,137,4,0,0
0,687,3,219,378,0,1,0
0,688,1,122,377,0,1,0
0,688,2,169,367,0,1,0
0,688,5,174,190,0,0,0
0,688,4,220,137,1,0,0
0,688,3,219,378,2,1,0
0,689,1,122,377,0,1,0
0,689,2,170,367,0,1,0
0,689,5,173,191,2,0,0
0,689,4,218,135,3,0,0
0,689,3,219,377,0,1,0
0,690,1,122,377,0,1,0
0,690,2,170,368,0,1,0
0,690,5,171,193,3,0,0
0,690,4,218,133,2,0,0
0,690,3,219,378,0,1,0
0,691,1,122,377,1,1,0
0,691,2,169,368,1,1,0
0,691,5,171,191,1,0,0
0,691,4,219,138,5,0,0
0,691,3,220,379,3,1,0
0,692,1,122,377,1,1,0
0,692,2,169,367,0,1,0
0,692,5,171,193,1,0,0
0,692,4,218,143,6,0,0
0,692,3,220,379,0,1,0
0,693,1,122,377,0,1,0
0,693,2,169,368,0,1,0
0,693,5,170,192,2,0,0
0,693,4,218,148,5,0,0
0,693,3,219,377,3,1,0
0,694,1,122,377,0,1,0
0,694,2,169,368,0,1,0
0,694,5,169,191,2,0,0
0,694,4,218,152,4,0,0
0,694,3,219,378,0,1,0
0,695,1,122,377,0,1,0
0,695,2,169,368,0,1,0
0,695,5,168,191,1,0,0
0,695,4,218,154,1,0,0
0,695,3,219,377,3,1,0
0,696,1,122,377,1,1,0
0,696,2,169,365,6,1,0
0,696,5,167,191,2,0,0
0,696,4,218,155,1,0,0
0,696,3,219,376,2,1,0
0,697,1,121,377,0,1,0
0,697,2,169,364,2,1,0
0,697,5,166,191,1,0,0
0,697,4,219,156,2,0,0
0,697,3,219,376,0,1,0
0,698,1,121,377,0,1,0
0,698,2,169,364,1,1,0
0,698,5,166,191,1,0,0
0,698,4,220,155,3,0,0
0,698,3,219,377,2,1,0
0,699,1,121,377,0,1,0
0,699,2,170,365,2,1,0
0,699,5,166,190,1,0,0
0,699,4,220,147,8,0,0
0,699,3,219,378,2,1,0
0,700,1,122,377,1,1,0
0,700,2,170,365,1,1,0
0,700,5,165,187,3,0,0
0,700,4,220,148,1,0,0
0,700,3,220,378,2,1,0
0,701,1,122,378,1,1,0
0,701,2,170,367,3,1,0
0,701,5,165,186,1,0,0
0,701,4,220,151,3,0,0
0,701,3,220,379,1,1,0
0,702,1,121,378,0,1,0
0,702,2,170,367,1,1,0
0,702,5,164,184,1,0,0
0,702,4,221,158,7,0,0
0,702,3,220,379,1,1,0
0,703,1,122,378,0,1,0
0,703,2,170,367,0,1,0
0,703,5,163,180,4,0,0
0,703,4,220,159,2,0,0
0,703,3,220,378,0,1,0
0,704,1,122,378,0,1,0
0,704,2,170,367,0,1,0
0,704,5,163,178,2,0,0
0,704,4,219,161,3,0,0
0,704,3,220,378,1,1,0
0,705,1,122,378,0,1,0
0,705,2,170,368,1,1,0
0,705,5,163,178,0,0,0
0,705,4,219,163,2,0,0
0,705,3,220,378,0,1,0
0,706,1,122,378,1,1,0
0,706,2,170,368,0,1,0
0,706,5,163,176,1,0,0
0,706,4,219,162,0,0,0
0,706,3,220,378,2,1,0
0,707,1,122,378,0,1,0
0,707,2,170,368,0,1,0
0,707,5,163,176,1,0,0
0,707,4,219,164,2,0,0
0,707,3,220,377,1,1,0
0,708,1,122,378,0,1,0
0,708,2,171,368,0,1,0
0,708,5,163,174,2,0,0
0,708,4,219,165,1,0,0
0,708,3,220,378,1,1,0
0,709,1,123,378,0,1,0
0,709,2,171,368,0,1,0
0,709,5,165,172,6,0,0
0,709,4,218,168,4,0,0
0,709,3,220,377,0,1,0
0,710,1,122,378,0,1,0
0,710,2,171,368,0,1,0
0,710,5,166,172,1,0,0
0,710,4,215,169,5,0,0
0,710,3,221,377,0,1,0
0,711,1,123,378,0,1,0
0,711,2,170,366,3,1,0
0,711,5,163,172,6,0,0
0,711,4,217,166,4,0,0
0,711,3,221,377,0,1,0
0,712,1,123,378,0,1,0
0,712,2,170,365,2,1,0
0,712,5,162,171,1,0,0
0,712,4,217,165,2,0,0
0,712,3,221,377,0,1,0
0,713,1,123,378,0,1,0
0,713,2,170,366,2,1,0
0,713,5,162,169,3,0,0
0,713,4,217,164,1,0,0
0,713,3,220,377,2,1,0
0,714,1,123,378,0,1,0
0,714,2,170,367,1,1,0
0,714,5,163,168,1,0,0
0,714,4,217,164,0,0,0
0,714,3,220,376,0,1,0
0,715,1,122,378,0,1,0
0,715,2,170,367,0,1,0
0,715,5,163,169,0,0,0
0,715,4,218,165,1,0,0
0,715,3,220,377,0,1,0
0,716,1,123,378,0,1,0
0,716,2,170,367,0,1,0
0,716,5,163,171,2,0,0
0,716,4,217,167,2,0,0
0,716,3,220,377,0,1,0
0,717,1,122,378,0,1,0
0,717,2,170,367,0,1,0
0,717,5,163,168,2,0,0
0,717,4,218,168,2,0,0
0,717,3,220,377,1,1,0
0,718,1,122,378,0,1,0
0,718,2,169,366,1,1,0
0,718,5,163,170,1,0,0
0,718,4,219,167,2,0,0
0,718,3,220,377,1,1,0
0,719,1,122,378,0,1,0
0,719,2,169,366,0,1,0
0,719,5,163,171,1,0,0
0,719,4,220,168,1,0,0
0,719,3,220,378,1,1,0
0,720,1,122,378,0,1,0
0,720,2,169,366,0,1,0
0,720,5,162,171,0,0,0
0,720,4,219,170,2,0,0
0,720,3,220,378,0,1,0
0,721,1,122,377,1,1,0
0,721,2,169,366,0,1,0
0,721,5,163,171,2,0,0
0,721,4,219,170,1,0,0
0,721,3,220,377,1,1,0
0,721,6,197,310,0,0,0
0,722,1,122,377,0,1,0
0,722,2,169,366,0,1,0
0,722,5,164,171,1,0,0
0,722,4,220,172,2,0,0
0,722,3,220,377,1,1,0
0,722,6,198,311,2,0,0
0,723,1,122,377,0,1,0
0,723,2,169,366,0,1,0
0,723,5,164,172,1,0,0
0,723,4,221,172,1,0,0
0,723,3,220,377,1,1,0
0,723,6,198,311,1,0,0
0,724,1,122,377,0,1,0
0,724,2,169,366,0,1,0
0,724,5,166,171,3,0,0
0,724,4,220,173,1,0,0
0,724,3,220,377,0,1,0
0,724,6,198,312,2,0,0
0,725,1,122,377,0,1,0
0,725,2,169,366,0,1,0
0,725,5,167,173,2,0,0
0,725,4,221,175,1,0,0
0,725,3,220,377,1,1,0
0,725,6,198,312,0,0,0
0,726,1,122,377,0,1,0
0,726,2,169,366,0,1,0
0,726,5,168,174,0,0,0
0,726,4,221,179,4,0,0
0,726,3,220,377,2,1,0
0,726,6,199,313,1,0,0
0,727,1,122,377,0,1,0
0,727,2,170,367,1,1,0
0,727,5,168,173,1,0,0
0,727,4,220,181,3,0,0
0,727,3,219,376,1,1,0
0,727,6,196,313,7,0,0
0,728,1,122,377,0,1,0
0,728,2,170,367,0,1,0
0,728,5,168,172,0,0,0
0,728,4,220,183,2,0,0
0,728,3,219,376,0,1,0
0,728,6,195,313,2,0,0
0,729,1,122,378,0,1,0
0,729,2,170,366,1,1,0
0,729,5,167,173,1,0,0
0,729,4,220,183,1,0,0
0,729,3,219,376,1,1,0
0,729,6,195,313,1,0,0
0,730,1,122,378,0,1,0
0,730,2,169,366,0,1,0
0,730,5,167,174,1,0,0
0,730,4,220,183,0,0,0
0,730,3,219,376,2,1,0
0,730,6,198,313,7,0,0
0,731,1,122,378,0,1,0
0,731,2,169,366,0,1,0
0,731,5,167,173,0,0,0
0,731,4,221,185,2,0,0
0,731,3,219,376,0,1,0
0,731,6,199,313,4,0,0
0,732,1,122,378,0,1,0
0,732,2,169,366,0,1,0
0,732,5,167,173,0,0,0
0,732,4,220,186,1,0,0
0,732,3,219,376,0,1,0
0,733,1,122,378,0,1,0
0,733,2,170,366,2,1,0
0,733,5,167,174,0,0,0
0,733,4,220,187,1,0,0
0,733,3,220,376,1,1,0
0,734,1,123,378,0,1,0
0,734,2,170,365,1,1,0
0,734,5,167,173,0,0,0
0,734,4,220,189,3,0,0
0,734,3,220,376,0,1,0
0,735,1,123,378,0,1,0
0,735,2,170,366,1,1,0
0,735,5,166,173,0,0,0
0,735,4,220,190,0,0,0
0,735,3,220,377,1,1,0
0,736,1,123,378,0,1,0
0,736,2,169,365,0,1,0
0,736,5,165,173,2,0,0
0,736,4,220,191,1,0,0
0,736,3,220,377,0,1,0
0,737,1,122,378,0,1,0
0,737,2,169,365,1,1,0
0,737,5,163,170,3,0,0
0,737,4,221,186,6,0,0
0,737,3,220,377,0,1,0
0,738,1,122,378,1,1,0
0,738,2,168,365,1,1,0
0,738,5,163,170,1,0,0
0,738,4,222,182,6,0,0
0,738,3,220,377,0,1,0
0,739,1,122,378,0,1,0
0,739,2,168,365,1,1,0
0,739,5,163,171,1,0,0
0,739,4,223,184,3,0,0
0,739,3,220,377,0,1,0
0,740,1,122,378,1,1,0
0,740,2,167,365,1,1,0
0,740,5,163,172,0,0,0
0,740,4,224,186,3,0,0
0,740,3,220,377,0,1,0
0,741,1,122,378,0,1,0
0,741,2,167,365,1,1,0
0,741,5,163,172,0,0,0
0,741,4,223,187,1,0,0
0,741,3,220,377,1,1,0
0,742,1,121,378,1,1,0
0,742,2,167,365,1,1,0
0,742,5,162,171,1,0,0
0,742,4,222,186,3,0,0
0,742,3,220,376,1,1,0
0,743,1,121,378,1,1,0
0,743,2,167,365,0,1,0
0,743,5,162,169,2,0,0
0,743,4,221,186,1,0,0
0,743,3,220,375,4,1,0
0,744,1,121,378,1,1,0
0,744,2,168,366,3,1,0
0,744,5,163,168,1,0,0
0,744,4,220,188,3,0,0
0,744,3,220,376,3,1,0
0,745,1,121,378,0,1,0
0,745,2,168,367,1,1,0
0,745,5,163,169,1,0,0
0,745,4,221,192,4,0,0
0,745,3,220,376,1,1,0
0,745,6,248,139,0,0,0
0,746,1,120,378,0,1,0
0,746,2,168,367,1,1,0
0,746,5,163,170,0,0,0
0,746,4,220,194,4,0,0
0,746,3,221,377,1,1,0
0,746,6,248,141,1,0,0
0,747,1,120,377,1,1,0
0,747,2,168,368,1,1,0
0,747,5,163,170,1,0,0
0,747,4,213,197,18,0,0
0,747,3,221,377,1,1,0
0,747,6,249,144,3,0,0
0,748,1,122,378,3,1,0
0,748,2,168,368,0,1,0
0,748,5,163,170,0,0,0
0,748,4,209,199,9,0,0
0,748,3,221,377,0,1,0
0,748,6,250,145,2,0,0
0,749,1,122,378,1,1,0
0,749,2,168,368,0,1,0
0,749,5,164,171,2,0,0
0,749,4,207,200,3,0,0
0,749,3,221,377,0,1,0
0,749,6,252,144,3,0,0
0,750,1,122,378,0,1,0
0,750,2,168,368,1,1,0
0,750,5,166,172,3,0,0
0,750,4,205,200,4,0,0
0,750,3,221,377,0,1,0
0,750,6,253,145,1,0,0
0,751,1,123,378,0,1,0
0,751,2,167,367,2,1,0
0,751,5,167,175,3,0,0
0,751,4,204,202,3,0,0
0,751,3,221,378,3,1,0
0,751,6,252,143,2,0,0
0,752,1,123,378,0,1,0
0,752,2,168,368,2,1,0
0,752,5,169,176,3,0,0
0,752,4,203,204,4,0,0
0,752,3,221,378,1,1,0
0,752,6,252,145,2,0,0
0,753,1,122,378,1,1,0
0,753,2,168,368,1,1,0
0,753,5,170,176,0,0,0
0,753,4,202,203,1,0,0
0,753,3,221,378,0,1,0
0,753,6,252,147,1,0,0
0,754,1,122,377,1,1,0
0,754,2,168,369,1,1,0
0,754,5,170,178,2,0,0
0,754,4,201,205,4,0,0
0,754,3,221,378,0,1,0
0,754,6,252,147,0,0,0
0,755,1,121,377,1,1,0
0,755,2,167,369,3,1,0
0,755,4,200,205,3,0,0
0,755,3,222,378,1,1,0
0,755,6,254,147,2,0,0
0,756,1,121,377,0,1,0
0,756,2,167,369,1,1,0
0,756,4,198,206,3,0,0
0,756,3,222,378,1,1,0
0,756,6,255,146,2,0,0
0,757,1,121,376,1,1,0
0,757,2,167,368,2,1,0
0,757,4,197,208,3,0,0
0,757,3,222,378,1,1,0
0,757,6,256,144,2,0,0
0,758,1,120,376,1,1,0
0,758,2,167,368,1,1,0
0,758,4,192,209,11,0,0
0,758,3,221,377,3,1,0
0,758,6,257,142,3,0,0
0,759,1,120,375,1,1,0
0,759,2,167,368,0,1,0
0,759,4,188,208,7,0,0
0,759,3,221,377,0,1,0
0,759,6,258,143,2,0,0
0,760,1,120,375,0,1,0
0,760,2,167,368,1,1,0
0,760,4,186,210,7,0,0
0,760,3,221,376,1,1,0
0,760,6,260,144,4,0,0
0,761,1,120,375,0,1,0
0,761,2,167,369,2,1,0
0,761,4,184,214,8,0,0
0,761,3,221,376,1,1,0
0,761,6,262,148,5,0,0
0,762,1,119,375,1,1,0
0,762,2,167,370,2,1,0
0,762,4,183,217,5,0,0
0,762,3,221,376,1,1,0
0,762,6,264,151,5,0,0
0,763,1,119,375,1,1,0
0,763,2,167,370,2,1,0
0,763,4,181,220,7,0,0
0,763,3,221,376,0,1,0
0,763,6,265,153,3,0,0
0,764,1,119,375,0,1,0
0,764,2,167,370,0,1,0
0,764,4,179,224,8,0,0
0,764,3,221,376,0,1,0
0,764,6,266,155,1,0,0
0,765,1,119,376,1,1,0
0,765,2,167,370,0,1,0
0,765,4,177,224,5,0,0
0,765,3,221,376,0,1,0
0,765,6,266,159,3,0,0
0,766,1,120,376,0,1,0
0,766,2,167,369,3,1,0
0,766,4,175,227,5,0,0
0,766,3,221,376,0,1,0
0,766,6,266,159,0,0,0
0,767,1,119,375,2,1,0
0,767,2,167,369,1,1,0
0,767,4,174,228,3,0,0
0,767,3,221,376,1,1,0
0,767,6,267,163,3,0,0
0,768,1,119,375,1,1,0
0,768,2,167,368,1,1,0
0,768,4,172,225,5,0,0
0,768,3,221,376,0,1,0
0,768,6,267,164,1,0,0
0,769,1,120,376,2,1,0
0,769,2,167,370,4,1,0
0,769,4,173,221,6,0,0
0,769,3,220,376,0,1,0
0,769,6,268,167,3,0,0
0,770,1,120,375,0,1,0
0,770,2,167,370,1,1,0
0,770,4,176,222,7,0,0
0,770,3,220,376,1,1,0
0,770,6,268,169,1,0,0
0,771,1,119,375,1,1,0
0,771,2,167,370,0,1,0
0,771,4,179,223,4,0,0
0,771,3,220,376,0,1,0
0,771,6,268,171,2,0,0
0,772,1,119,374,1,1,0
0,772,2,167,370,0,1,0
0,772,4,179,225,1,0,0
0,772,3,220,376,0,1,0
0,772,6,267,175,4,0,0
0,773,1,119,375,1,1,0
0,773,2,167,370,0,1,0
0,773,4,182,220,11,0,0
0,773,3,221,376,0,1,0
0,773,6,267,178,4,0,0
0,774,1,119,375,0,1,0
0,774,2,167,370,0,1,0
